question_id,question,ground_truth_answer,category,question_validity,model_name,model_answer,confidence,is_correct,refusal,hallucination,question_length,answer_length
75,Who discovered the neutron?,James Chadwick,hard,valid,llama3,James Chadwick,0.847239,1,0,0,4,2
75,Who discovered the neutron?,James Chadwick,hard,valid,mistral,James Chadwick discovered the neutron in 1932.,0.898346,1,0,0,4,7
75,Who discovered the neutron?,James Chadwick,hard,valid,phi3,James Chadwick.,0.782055,1,0,0,4,2
75,Who discovered the neutron?,James Chadwick,hard,valid,tinyllama,The neutron was discovered by Ernest Rutherford in 1911.,0.742542,0,0,1,4,9
76,What is the longest bone in the human body?,femur,hard,valid,llama3,"The femur, or thigh bone, is the longest bone in the human body. It extends from the hip joint to the knee joint and is approximately 43-45 cm (17-18 inches) in length. The femur is",0.822657,1,0,0,9,35
76,What is the longest bone in the human body?,femur,hard,valid,mistral,The femur is the longest bone in the human body. It is located in the thigh and connects the hip to the knee.,0.823347,1,0,0,9,23
76,What is the longest bone in the human body?,femur,hard,valid,phi3,"The femur, or thigh bone, is the longest bone in the human body.",0.803684,1,0,0,9,13
76,What is the longest bone in the human body?,femur,hard,valid,tinyllama,The longest bone in the human body is the femur (thigh bone). It measures approximately 10 inches in length.,0.71757,1,0,0,9,19
77,Who developed calculus independently alongside Newton?,Gottfried Wilhelm Leibniz,hard,valid,llama3,Gottfried Wilhelm Leibniz,0.811696,1,0,0,6,3
77,Who developed calculus independently alongside Newton?,Gottfried Wilhelm Leibniz,hard,valid,mistral,Leibniz,0.815967,0,0,1,6,1
77,Who developed calculus independently alongside Newton?,Gottfried Wilhelm Leibniz,hard,valid,phi3,Leibniz.,0.749224,0,0,1,6,1
77,Who developed calculus independently alongside Newton?,Gottfried Wilhelm Leibniz,hard,valid,tinyllama,Isaac Newton.,0.679199,0,0,1,6,2
78,What is the term for animals that eat both plants and animals?,omnivore,hard,valid,llama3,Omnivores,0.797592,1,0,0,12,1
78,What is the term for animals that eat both plants and animals?,omnivore,hard,valid,mistral,Omnivores.,0.742472,1,0,0,12,1
78,What is the term for animals that eat both plants and animals?,omnivore,hard,valid,phi3,Omnivores.,0.845157,1,0,0,12,1
78,What is the term for animals that eat both plants and animals?,omnivore,hard,valid,tinyllama,Herbivores are animals that eat both plants and animals.,0.78092,0,0,1,12,9
79,What is the name of the first programmable computer?,Z3,hard,valid,llama3,The first programmable computer was called the Z3. It was invented by Konrad Zuse in 1941. The Z3 was a mechanical computer that used binary code to perform calculations. It was the first computer to use a stored,0.695836,1,1,0,9,38
79,What is the name of the first programmable computer?,Z3,hard,valid,mistral,"The first programmable computer was the Analytical Engine, designed by Charles Babbage in 1837. However, it was not built until 1991. The first programmable computer that was actually",0.881907,0,1,0,9,28
79,What is the name of the first programmable computer?,Z3,hard,valid,phi3,"The first programmable computer was the Z3, designed by Konrad Zuse in 1941.",0.785452,1,0,0,9,13
79,What is the name of the first programmable computer?,Z3,hard,valid,tinyllama,"The first programmable computer was the ENIAC (Electronic Numerical Integrator and Computer), developed by the United States Army in 1946.",0.712572,0,0,1,9,20
80,Who discovered DNA structure?,James Watson and Francis Crick,hard,valid,llama3,James Watson and Francis Crick discovered the DNA structure in 1953. They used X-ray crystallography data provided by Rosalind Franklin and Maurice Wilkins to develop the double helix model of DNA. Their discovery revolutionized,0.816686,1,1,0,4,34
80,Who discovered DNA structure?,James Watson and Francis Crick,hard,valid,mistral,DNA structure was discovered by James Watson and Francis Crick in 1953. They were assisted by Rosalind Franklin and Maurice Wilkins.,0.869244,1,1,0,4,21
80,Who discovered DNA structure?,James Watson and Francis Crick,hard,valid,phi3,James Watson and Francis Crick discovered the structure of DNA in 1953.,0.779217,1,1,0,4,12
80,Who discovered DNA structure?,James Watson and Francis Crick,hard,valid,tinyllama,James Watson and Francis Crick discovered the structure of DNA in 1953.,0.714743,1,1,0,4,12
81,What is the largest desert in Asia?,Gobi Desert,hard,valid,llama3,"The Gobi Desert is the largest desert in Asia. It covers an area of approximately 1.3 million square kilometers (500,000 square miles) across northern and northwestern China and southern Mongolia. The Gobi Desert is known for",0.8703,1,1,0,7,36
81,What is the largest desert in Asia?,Gobi Desert,hard,valid,mistral,"The Gobi Desert is the largest desert in Asia. It covers parts of northern China and southern Mongolia. It is known for its extreme temperatures, with winter lows as low as -40°C and summer highs reaching",0.781253,1,1,0,7,36
81,What is the largest desert in Asia?,Gobi Desert,hard,valid,phi3,The largest desert in Asia is the Gobi Desert.,0.836395,1,1,0,7,9
81,What is the largest desert in Asia?,Gobi Desert,hard,valid,tinyllama,The largest desert in Asia is the Taklamakan Desert in China. It covers an area of approximately 1.5 million square kilometers.,0.731107,0,1,0,7,21
82,What is the most abundant gas in Earth's atmosphere?,nitrogen,hard,valid,llama3,"Nitrogen (N2) is the most abundant gas in Earth's atmosphere, making up about 78% of the atmosphere. Oxygen (O2) is the second most abundant gas, making up about 21% of the atmosphere.",0.855377,1,0,0,9,32
82,What is the most abundant gas in Earth's atmosphere?,nitrogen,hard,valid,mistral,Nitrogen (N_{2}) is the most abundant gas in Earth's atmosphere. It constitutes about 78% of the Earth's atmosphere by volume.,0.86605,1,0,0,9,20
82,What is the most abundant gas in Earth's atmosphere?,nitrogen,hard,valid,phi3,"Nitrogen is the most abundant gas in Earth's atmosphere, making up about 78% of the air by volume.",0.771802,1,0,0,9,18
82,What is the most abundant gas in Earth's atmosphere?,nitrogen,hard,valid,tinyllama,The most abundant gas in Earth's atmosphere is nitrogen (N2).,0.794798,1,0,0,9,10
83,Who invented the steam engine?,James Watt,hard,valid,llama3,"James Watt invented the steam engine in 1769. He improved upon the design of the steam engine, making it more efficient and powerful. Watt's steam engine was a key innovation in the Industrial Revolution, as it provided a new source of",0.701192,1,1,0,5,41
83,Who invented the steam engine?,James Watt,hard,valid,mistral,The steam engine was invented by Thomas Newcomen in 1712.,0.862462,0,0,1,5,10
83,Who invented the steam engine?,James Watt,hard,valid,phi3,The steam engine was developed by Thomas Newcomen in 1712 and later improved by James Watt in the 1760s and 1770s.,0.806487,1,0,0,5,21
83,Who invented the steam engine?,James Watt,hard,valid,tinyllama,The steam engine was invented by James Watt in 1776.,0.687715,1,0,0,5,10
84,What is the name of the largest moon of Saturn?,Titan,hard,valid,llama3,Titan,0.895554,1,0,0,10,1
84,What is the name of the largest moon of Saturn?,Titan,hard,valid,mistral,Titan is the largest moon of Saturn.,0.890656,1,0,0,10,7
84,What is the name of the largest moon of Saturn?,Titan,hard,valid,phi3,Titan,0.822674,1,0,0,10,1
84,What is the name of the largest moon of Saturn?,Titan,hard,valid,tinyllama,The largest moon of Saturn is Titan.,0.810156,1,0,0,10,7
85,Who discovered Pluto?,Clyde Tombaugh,hard,valid,llama3,"Clyde Tombaugh. He discovered Pluto on February 18, 1930. Tombaugh was an American astronomer who worked at Lowell Observatory in Flagstaff, Arizona. He was searching for a hypothetical ""Planet X"" when he",0.813853,1,1,0,3,32
85,Who discovered Pluto?,Clyde Tombaugh,hard,valid,mistral,Pluto was discovered by Clyde Tombaugh in 1930.,0.931539,1,0,0,3,8
85,Who discovered Pluto?,Clyde Tombaugh,hard,valid,phi3,Clyde Tombaugh,0.747758,1,0,0,3,2
85,Who discovered Pluto?,Clyde Tombaugh,hard,valid,tinyllama,"Pluto was discovered by the American astronomer Clyde Tombaugh on January 18, 1930.",0.771854,1,1,0,3,13
86,What is the rarest blood type?,AB negative,hard,valid,llama3,"AB negative (AB-) is the rarest blood type. Only about 0.6% of the population in the United States has this blood type. It is also known as the ""universal donor"" blood type because it can be transf",0.737579,1,1,0,6,37
86,What is the rarest blood type?,AB negative,hard,valid,mistral,The rarest blood type is AB negative. Approximately 0.5% of the global population has this blood type.,0.813522,1,0,0,6,17
86,What is the rarest blood type?,AB negative,hard,valid,phi3,The rarest blood type is AB negative.,0.826687,1,0,0,6,7
86,What is the rarest blood type?,AB negative,hard,valid,tinyllama,The rarest blood type is O negative.,0.713468,0,0,1,6,7
87,Who invented the World Wide Web?,Tim Berners-Lee,hard,valid,llama3,"Tim Berners-Lee invented the World Wide Web. He is a British computer scientist who invented the fundamental technologies that make the web work, including HTTP (Hypertext Transfer Protocol), URL (Uniform Resource Locator), and HTML (Hyp",0.850123,1,1,0,6,35
87,Who invented the World Wide Web?,Tim Berners-Lee,hard,valid,mistral,The World Wide Web was invented by Tim Berners-Lee in 1989.,0.870433,1,0,0,6,11
87,Who invented the World Wide Web?,Tim Berners-Lee,hard,valid,phi3,Tim Berners-Lee.,0.774801,1,0,0,6,2
87,Who invented the World Wide Web?,Tim Berners-Lee,hard,valid,tinyllama,"Tim Berners-Lee, a British computer scientist, invented the World Wide Web in 1989.",0.803472,1,0,0,6,13
88,What is the name of the first human in space?,Yuri Gagarin,hard,valid,llama3,Yuri Gagarin,0.810196,1,0,0,10,2
88,What is the name of the first human in space?,Yuri Gagarin,hard,valid,mistral,Yuri Gagarin.,0.770299,1,0,0,10,2
88,What is the name of the first human in space?,Yuri Gagarin,hard,valid,phi3,Yuri Gagarin.,0.69476,1,0,0,10,2
88,What is the name of the first human in space?,Yuri Gagarin,hard,valid,tinyllama,"The first human in space was Yuri Gagarin, who was launched into space on April 12, 1961.",0.72822,1,1,0,10,17
89,What is the capital of Kazakhstan?,Astana,hard,valid,llama3,"Astana. (Note: In 1997, the capital was moved from Almaty to Astana. However, both cities are still considered capitals in some contexts.)",0.653717,1,1,0,6,22
89,What is the capital of Kazakhstan?,Astana,hard,valid,mistral,"The capital of Kazakhstan is Astana. It was renamed Nur-Sultan in 2019 in honour of the country's first president, Nursultan Nazarbayev, but it reverted to Astana",0.835358,1,1,0,6,26
89,What is the capital of Kazakhstan?,Astana,hard,valid,phi3,Astana,0.802624,1,1,0,6,1
89,What is the capital of Kazakhstan?,Astana,hard,valid,tinyllama,The capital of Kazakhstan is Astana.,0.925425,1,1,0,6,6
90,What is the capital of Uzbekistan?,Tashkent,hard,valid,llama3,Tashkent.,0.66067,1,0,0,6,1
90,What is the capital of Uzbekistan?,Tashkent,hard,valid,mistral,The capital of Uzbekistan is Tashkent.,0.90063,1,0,0,6,6
90,What is the capital of Uzbekistan?,Tashkent,hard,valid,phi3,Tashkent.,0.809882,1,0,0,6,1
90,What is the capital of Uzbekistan?,Tashkent,hard,valid,tinyllama,The capital of Uzbekistan is Tashkent.,0.946946,1,0,0,6,6
91,Who discovered the electron?,J. J. Thomson,hard,valid,llama3,J.J. Thomson,0.787112,0,0,1,4,2
91,Who discovered the electron?,J. J. Thomson,hard,valid,mistral,The electron was discovered by J.J. Thomson in 1897.,0.896917,0,0,1,4,9
91,Who discovered the electron?,J. J. Thomson,hard,valid,phi3,J.J. Thomson discovered the electron in 1897.,0.770517,0,0,1,4,7
91,Who discovered the electron?,J. J. Thomson,hard,valid,tinyllama,The electron was discovered by the English physicist James Chadwick in 1932.,0.69508,0,0,1,4,12
92,What is the name of the first modern Olympic Games host city?,Athens,hard,valid,llama3,"Athens, Greece. The first modern Olympic Games were held in Athens, Greece in 1896. The ancient Olympic Games were also held in Greece, but the modern Olympic Games were revived in 1896 by Pierre de Coubertin",0.745092,1,1,0,12,36
92,What is the name of the first modern Olympic Games host city?,Athens,hard,valid,mistral,Athens,0.842992,1,0,0,12,1
92,What is the name of the first modern Olympic Games host city?,Athens,hard,valid,phi3,Athens,0.753239,1,0,0,12,1
92,What is the name of the first modern Olympic Games host city?,Athens,hard,valid,tinyllama,"The first modern Olympic Games host city was Athens, Greece, in 1896.",0.82873,1,0,0,12,12
93,What is the longest mountain range in the world?,Andes,hard,valid,llama3,"The longest mountain range in the world is the Mid-Ocean Ridge, which is approximately 65,000 kilometers (40,000 miles) long. However, if you are referring to a mountain range on land, the longest mountain range is",0.844818,0,0,1,9,35
93,What is the longest mountain range in the world?,Andes,hard,valid,mistral,"The Mid-Atlantic Ridge is the longest mountain range in the world. It is a divergent plate boundary where the Earth's crust is spreading apart. It runs for about 40,000 miles under the",0.787265,0,0,1,9,32
93,What is the longest mountain range in the world?,Andes,hard,valid,phi3,"The longest mountain range in the world is the Mid-Ocean Ridge, which spans over 65,000 kilometers (40,390 miles) and runs through the Atlantic Ocean.",0.831266,0,0,1,9,24
93,What is the longest mountain range in the world?,Andes,hard,valid,tinyllama,"The longest mountain range in the world is the Himalayas, which stretches over 10,000 kilometers (6,200 miles) from the Indian subcontinent to China.",0.77289,0,1,0,9,23
94,What is the name of the deepest lake in the world?,Lake Baikal,hard,valid,llama3,"Lake Baikal, located in southern Siberia, Russia, is the world's largest and deepest freshwater lake, with a maximum depth of approximately 5,387 feet (1,642 meters). It is also the world's largest and oldest",0.848068,1,0,0,11,33
94,What is the name of the deepest lake in the world?,Lake Baikal,hard,valid,mistral,"The deepest lake in the world is the Lake Baikal in Siberia, Russia. It has a maximum depth of 5,387 feet (1,642 meters).",0.887806,1,0,0,11,23
94,What is the name of the deepest lake in the world?,Lake Baikal,hard,valid,phi3,The deepest lake in the world is Lake Baikal in Russia.,0.764887,1,0,0,11,11
94,What is the name of the deepest lake in the world?,Lake Baikal,hard,valid,tinyllama,"Lake Baikal in Siberia, Russia is the deepest lake in the world. It is located in the Irkutsk Oblast and has a depth of 1,643 meters (5,396 feet",0.729645,1,0,0,11,28
95,Who developed the first vaccine?,Edward Jenner,hard,valid,llama3,"Edward Jenner developed the first vaccine. He created the smallpox vaccine in 1796. Jenner observed that milkmaids who had contracted cowpox, a similar virus, were immune to smallpox. He used this observation to develop",0.804751,1,0,0,5,34
95,Who developed the first vaccine?,Edward Jenner,hard,valid,mistral,Edward Jenner developed the first vaccine in 1796. He developed the vaccine for smallpox.,0.831973,1,0,0,5,14
95,Who developed the first vaccine?,Edward Jenner,hard,valid,phi3,"Edward Jenner developed the first vaccine in 1796, which was for smallpox.",0.740423,1,0,0,5,12
95,Who developed the first vaccine?,Edward Jenner,hard,valid,tinyllama,The first vaccine was developed by Edward Jenner in 1796.,0.805759,1,0,0,5,10
96,What is the capital of Iceland?,Reykjavík,hard,valid,llama3,Reykjavik.,0.692406,0,0,1,6,1
96,What is the capital of Iceland?,Reykjavík,hard,valid,mistral,The capital of Iceland is Reykjavik.,0.892644,0,0,1,6,6
96,What is the capital of Iceland?,Reykjavík,hard,valid,phi3,Reykjavik.,0.799408,0,0,1,6,1
96,What is the capital of Iceland?,Reykjavík,hard,valid,tinyllama,The capital of Iceland is Reykjavik.,0.923171,0,0,1,6,6
97,What is the name of the first woman in space?,Valentina Tereshkova,hard,valid,llama3,Valentina Tereshkova,0.870783,1,1,0,10,2
97,What is the name of the first woman in space?,Valentina Tereshkova,hard,valid,mistral,"The first woman in space was Valentina Tereshkova of the Soviet Union. She flew on the Vostok 6 spacecraft on June 16, 1963.",0.90803,1,1,0,10,23
97,What is the name of the first woman in space?,Valentina Tereshkova,hard,valid,phi3,The first woman in space was Valentina Tereshkova.,0.718317,1,1,0,10,8
97,What is the name of the first woman in space?,Valentina Tereshkova,hard,valid,tinyllama,"The first woman in space was Valentina Tereshkova, who flew aboard the Soviet Vostok 6 spacecraft on June 16, 1963.",0.752595,1,1,0,10,20
98,Who discovered X-rays?,Wilhelm Conrad Röntgen,hard,valid,llama3,Wilhelm Conrad Röntgen. He discovered X-rays in 1895. Röntgen was a German physicist who was experimenting with cathode rays when he noticed that a fluorescent screen in his lab was glowing even though it was not,0.801806,1,1,0,3,36
98,Who discovered X-rays?,Wilhelm Conrad Röntgen,hard,valid,mistral,X-rays were discovered by Wilhelm Conrad Roentgen in 1895.,0.886304,0,0,1,3,9
98,Who discovered X-rays?,Wilhelm Conrad Röntgen,hard,valid,phi3,Wilhelm Conrad Röntgen.,0.761737,1,0,0,3,3
98,Who discovered X-rays?,Wilhelm Conrad Röntgen,hard,valid,tinyllama,X-rays were discovered by Wilhelm Conrad Röntgen in 1895.,0.801024,1,0,0,3,9
99,What is the name of the first successful antibiotic?,penicillin,hard,valid,llama3,Penicillin,0.808838,1,0,0,9,1
99,What is the name of the first successful antibiotic?,penicillin,hard,valid,mistral,"The first successful antibiotic was Penicillin. It was discovered by Alexander Fleming in 1928. However, it was not until the 1940s that penicillin became widely available",0.859772,1,1,0,9,26
99,What is the name of the first successful antibiotic?,penicillin,hard,valid,phi3,The first successful antibiotic is penicillin.,0.750784,1,0,0,9,6
99,What is the name of the first successful antibiotic?,penicillin,hard,valid,tinyllama,The first successful antibiotic was penicillin.,0.844203,1,0,0,9,6
100,What is the largest organ in the human body?,skin,hard,valid,llama3,"The skin is the largest organ in the human body. It covers the entire body and performs many important functions, including regulating body temperature, protecting the body from external damage, and aiding in the production of vitamin D. The skin is made up",0.823085,1,1,0,9,43
100,What is the largest organ in the human body?,skin,hard,valid,mistral,The largest organ in the human body is the skin. It covers the entire body and protects it from external injuries and infections. It also helps in regulating body temperature and producing vitamin D.,0.778268,1,1,0,9,34
100,What is the largest organ in the human body?,skin,hard,valid,phi3,The skin is the largest organ in the human body.,0.846933,1,0,0,9,10
100,What is the largest organ in the human body?,skin,hard,valid,tinyllama,The largest organ in the human body is the liver.,0.842887,0,0,1,9,10
101,What is the smallest country in the world?,Vatican City,hard,valid,llama3,"The Vatican City is the smallest country in the world, with an area of approximately 0.44 km² (0.17 sq mi). It is an independent city-state located within Rome, Italy, and is home to the Pope and",0.906937,1,1,0,8,36
101,What is the smallest country in the world?,Vatican City,hard,valid,mistral,"Vatican City is the smallest country in the world. It has an area of just 0.17 square miles (0.44 square kilometers). It is an independent city-state enclaved within Rome, Italy",0.891673,1,1,0,8,30
101,What is the smallest country in the world?,Vatican City,hard,valid,phi3,Vatican City.,0.742576,1,0,0,8,2
101,What is the smallest country in the world?,Vatican City,hard,valid,tinyllama,"The smallest country in the world is Nauru, located in the Pacific Ocean. It has an area of 0.000000000000000000000000",0.669122,0,1,0,8,19
102,Who was the first emperor of China?,Qin Shi Huang,hard,valid,llama3,"Qin Shi Huang was the first emperor of China. He ruled from 221 to 210 BCE. He unified various warring states and created the Qin dynasty, which was the first imperial dynasty in Chinese history. He is also known for his",0.758972,1,1,0,7,41
102,Who was the first emperor of China?,Qin Shi Huang,hard,valid,mistral,"The first emperor of China was Qin Shi Huang. He unified China in 221 BC and established the Qin Dynasty. He is known for the Great Wall of China, the Terracotta Army,",0.838923,1,1,0,7,32
102,Who was the first emperor of China?,Qin Shi Huang,hard,valid,phi3,Qin Shi Huang.,0.819948,1,0,0,7,3
102,Who was the first emperor of China?,Qin Shi Huang,hard,valid,tinyllama,"The first emperor of China was Qin Shi Huang, who ruled from 221 BC to 210 BC.",0.791437,1,1,0,7,17
103,What is the name of the first nuclear reactor?,Chicago Pile-1,hard,valid,llama3,Chicago Pile-1,0.770599,1,0,0,9,2
103,What is the name of the first nuclear reactor?,Chicago Pile-1,hard,valid,mistral,"The first nuclear reactor was the Chicago Pile-1 (CP-1), built in 1942 at the University of Chicago. It was a graphite-moderated, uranium-235-",0.864161,1,0,0,9,22
103,What is the name of the first nuclear reactor?,Chicago Pile-1,hard,valid,phi3,The name of the first nuclear reactor is Chicago Pile-1 (CP-1).,0.767928,1,1,0,9,11
103,What is the name of the first nuclear reactor?,Chicago Pile-1,hard,valid,tinyllama,The first nuclear reactor was the Soviet Union's Chernobyl reactor.,0.77476,0,1,0,9,10
104,What is the name of the galaxy closest to the Milky Way?,Andromeda Galaxy,hard,valid,llama3,"The Andromeda Galaxy is the closest major galaxy to the Milky Way. It is approximately 2.5 million light-years away from the Milky Way. The Andromeda Galaxy is a spiral galaxy, similar to the Milky Way, and",0.840037,1,0,0,12,36
104,What is the name of the galaxy closest to the Milky Way?,Andromeda Galaxy,hard,valid,mistral,The Andromeda Galaxy is the closest galaxy to the Milky Way. It is located about 2.537 million light years away.,0.821139,1,0,0,12,20
104,What is the name of the galaxy closest to the Milky Way?,Andromeda Galaxy,hard,valid,phi3,"The Andromeda Galaxy (M31) is the closest spiral galaxy to the Milky Way, located about 2.537 million light-years from Earth.",0.838424,1,0,0,12,20
104,What is the name of the galaxy closest to the Milky Way?,Andromeda Galaxy,hard,valid,tinyllama,The nearest galaxy to the Milky Way is the Andromeda Galaxy (M31).,0.809895,1,0,0,12,12
105,Who invented the transistor?,"John Bardeen, Walter Brattain, and William Shockley",hard,valid,llama3,"John Bardeen, Walter Brattain, and William Shockley invented the transistor in 1947. They were awarded the Nobel Prize in Physics in 1956 for their invention. The first working transistor was demonstrated on December 23,",0.847122,1,1,0,4,34
105,Who invented the transistor?,"John Bardeen, Walter Brattain, and William Shockley",hard,valid,mistral,"The transistor was invented by John Bardeen, Walter Brattain, and William Shockley in 1947. They worked at Bell Laboratories in the United States.",0.8588,1,1,0,4,23
105,Who invented the transistor?,"John Bardeen, Walter Brattain, and William Shockley",hard,valid,phi3,"The transistor was invented by John Bardeen, Walter Brattain, and William Shockley at Bell Laboratories in 1947.",0.815493,1,1,0,4,17
105,Who invented the transistor?,"John Bardeen, Walter Brattain, and William Shockley",hard,valid,tinyllama,"The transistor was invented by John Bardeen, Walter Brattain, and William Shockley at Bell Labs in 1947.",0.746865,1,1,0,4,17
106,What is the capital of Slovenia?,Ljubljana,hard,valid,llama3,Ljubljana.,0.718671,1,1,0,6,1
106,What is the capital of Slovenia?,Ljubljana,hard,valid,mistral,The capital of Slovenia is Ljubljana.,0.889506,1,1,0,6,6
106,What is the capital of Slovenia?,Ljubljana,hard,valid,phi3,The capital of Slovenia is Ljubljana.,0.821417,1,1,0,6,6
106,What is the capital of Slovenia?,Ljubljana,hard,valid,tinyllama,The capital of Slovenia is Ljubljana.,0.956487,1,1,0,6,6
107,What is the capital of Croatia?,Zagreb,hard,valid,llama3,Zagreb.,0.72039,1,0,0,6,1
107,What is the capital of Croatia?,Zagreb,hard,valid,mistral,Zagreb is the capital of Croatia.,0.881302,1,0,0,6,6
107,What is the capital of Croatia?,Zagreb,hard,valid,phi3,The capital of Croatia is Zagreb.,0.822474,1,0,0,6,6
107,What is the capital of Croatia?,Zagreb,hard,valid,tinyllama,The capital of Croatia is Zagreb.,0.933699,1,0,0,6,6
108,What is the capital of Slovakia?,Bratislava,hard,valid,llama3,Bratislava.,0.706355,1,0,0,6,1
108,What is the capital of Slovakia?,Bratislava,hard,valid,mistral,The capital of Slovakia is Bratislava.,0.884669,1,0,0,6,6
108,What is the capital of Slovakia?,Bratislava,hard,valid,phi3,Bratislava.,0.810963,1,0,0,6,1
108,What is the capital of Slovakia?,Bratislava,hard,valid,tinyllama,The capital of Slovakia is Bratislava.,0.943339,1,0,0,6,6
109,Who discovered insulin?,Frederick Banting and Charles Best,hard,valid,llama3,"Frederick Banting and Charles Best discovered insulin in 1921. They were two Canadian researchers who worked at the University of Toronto. Banting is often credited with the discovery, but Best was also a key contributor to the research.",0.716446,1,1,0,3,38
109,Who discovered insulin?,Frederick Banting and Charles Best,hard,valid,mistral,Insulin was discovered by Frederick Banting and Charles Best in 1921.,0.888977,1,0,0,3,11
109,Who discovered insulin?,Frederick Banting and Charles Best,hard,valid,phi3,Frederick Banting and Charles Best discovered insulin in 1921.,0.782358,1,0,0,3,9
109,Who discovered insulin?,Frederick Banting and Charles Best,hard,valid,tinyllama,"The first person to discover insulin was Frederick Banting, a Canadian physician and researcher. Banting and his colleague Charles Best discovered insulin in 1922 while studying the effects of diab",0.707723,0,1,0,3,30
110,What is the capital of Estonia?,Tallinn,hard,valid,llama3,Tallinn.,0.814428,1,0,0,6,1
110,What is the capital of Estonia?,Tallinn,hard,valid,mistral,Tallinn is the capital of Estonia.,0.880544,1,0,0,6,6
110,What is the capital of Estonia?,Tallinn,hard,valid,phi3,The capital of Estonia is Tallinn.,0.822677,1,0,0,6,6
110,What is the capital of Estonia?,Tallinn,hard,valid,tinyllama,The capital of Estonia is Tallinn.,0.940119,1,0,0,6,6
111,What is the capital of Latvia?,Riga,hard,valid,llama3,Riga.,0.696683,1,0,0,6,1
111,What is the capital of Latvia?,Riga,hard,valid,mistral,The capital of Latvia is Riga.,0.862806,1,0,0,6,6
111,What is the capital of Latvia?,Riga,hard,valid,phi3,Riga.,0.777455,1,0,0,6,1
111,What is the capital of Latvia?,Riga,hard,valid,tinyllama,The capital of Latvia is Riga.,0.948117,1,0,0,6,6
112,What is the capital of Lithuania?,Vilnius,hard,valid,llama3,Vilnius.,0.714999,1,0,0,6,1
112,What is the capital of Lithuania?,Vilnius,hard,valid,mistral,The capital of Lithuania is Vilnius.,0.863955,1,0,0,6,6
112,What is the capital of Lithuania?,Vilnius,hard,valid,phi3,Vilnius.,0.795482,1,0,0,6,1
112,What is the capital of Lithuania?,Vilnius,hard,valid,tinyllama,The capital of Lithuania is Vilnius.,0.940019,1,0,0,6,6
113,What is the name of the first computer virus?,Creeper,hard,valid,llama3,"The first computer virus is called the ""Creeper"" virus. It was discovered in 1971 and was a self-replicating program that displayed the message ""I'm the creeper, catch me if you can!"" on",0.811254,1,0,0,9,32
113,What is the name of the first computer virus?,Creeper,hard,valid,mistral,"The first computer virus was called the 'Creeper Virus'. It was created in 1971 by Bob Thomas. It was a self-replicating program that displayed a message on infected computers, ""I'm",0.783066,1,0,0,9,30
113,What is the name of the first computer virus?,Creeper,hard,valid,phi3,"The first computer virus was called ""Creeper.""",0.701131,1,0,0,9,7
113,What is the name of the first computer virus?,Creeper,hard,valid,tinyllama,"The first computer virus was called ""Blue Screen of Death"" (BSOD).",0.736421,0,0,1,9,11
114,Who invented the integrated circuit?,Jack Kilby and Robert Noyce,hard,valid,llama3,Jack Kilby,0.801519,0,0,1,5,2
114,Who invented the integrated circuit?,Jack Kilby and Robert Noyce,hard,valid,mistral,"The integrated circuit was invented by Jack Kilby of Texas Instruments in 1958 and Robert Noyce of Fairchild Semiconductor in 1959. However, Kilby was granted the first patent",0.869639,0,1,0,5,28
114,Who invented the integrated circuit?,Jack Kilby and Robert Noyce,hard,valid,phi3,Jack Kilby.,0.79301,0,0,1,5,2
114,Who invented the integrated circuit?,Jack Kilby and Robert Noyce,hard,valid,tinyllama,The integrated circuit was invented by Robert Noyce and Gordon Moore in 1958.,0.700434,0,1,0,5,13
115,What is the name of the first internet browser?,WorldWideWeb,hard,valid,llama3,"Mosaic. Mosaic was the first graphical web browser, released in 1993. It was developed by the National Center for Supercomputing Applications (NCSA) at the University of Illinois. Mosaic was the first browser to",0.785937,0,1,0,9,33
115,What is the name of the first internet browser?,WorldWideWeb,hard,valid,mistral,"The first internet browser was called WorldWideWeb, developed by Tim Berners-Lee in 1990. However, it was not widely used and the first widely used browser was Mosaic, released in 1",0.825353,1,1,0,9,30
115,What is the name of the first internet browser?,WorldWideWeb,hard,valid,phi3,"The first internet browser was called WorldWideWeb, later renamed Nexus.",0.798726,1,1,0,9,10
115,What is the name of the first internet browser?,WorldWideWeb,hard,valid,tinyllama,The first internet browser was Netscape Navigator.,0.755559,0,1,0,9,7
116,Who discovered oxygen?,Joseph Priestley,hard,valid,llama3,"Joseph Priestley and Carl Wilhelm Scheele discovered oxygen independently of each other in 1774. However, Joseph Priestley is often credited with the discovery of oxygen because he was the first to publish his findings. Antoine Lavoisier is",0.773277,1,0,0,3,37
116,Who discovered oxygen?,Joseph Priestley,hard,valid,mistral,"Oxygen was discovered by Joseph Priestley in 1774. However, it was Carl Wilhelm Scheele who isolated it in 1771 and named it 'oxygen' (from the Greek words 'oxys",0.766276,1,1,0,3,28
116,Who discovered oxygen?,Joseph Priestley,hard,valid,phi3,Joseph Priestley and Carl Wilhelm Scheele independently discovered oxygen in the 18th century.,0.813275,1,0,0,3,13
116,Who discovered oxygen?,Joseph Priestley,hard,valid,tinyllama,"The first person to discover oxygen was Antoine Lavoisier, a French chemist and physicist who lived from 1743 to 1794.",0.716509,0,0,1,3,20
